0,1,2,3,4,5
person,positive,negative,person,positive,negative
1st sing.,aukenen,en aukene,1st sing.,olen auennut,en ole auennut
2nd sing.,aukenet,et aukene,2nd sing.,olet auennut,et ole auennut
3rd sing.,aukenee,ei aukene,3rd sing.,on auennut,ei ole auennut
1st plur.,aukenemme,emme aukene,1st plur.,olemme auenneet,emme ole auenneet
2nd plur.,aukenette,ette aukene,2nd plur.,olette auenneet,ette ole auenneet
3rd plur.,aukenevat,eivät aukene,3rd plur.,ovat auenneet,eivät ole auenneet
passive,auetaan,ei aueta,passive,on auettu,ei ole auettu
past tense,pluperfect,,,,
person,positive,negative,person,positive,negative
1st sing.,aukenin,en auennut,1st sing.,olin auennut,en ollut auennut
2nd sing.,aukenit,et auennut,2nd sing.,olit auennut,et ollut auennut
3rd sing.,aukeni,ei auennut,3rd sing.,oli auennut,ei ollut auennut
1st plur.,aukenimme,emme auenneet,1st plur.,olimme auenneet,emme olleet auenneet
2nd plur.,aukenitte,ette auenneet,2nd plur.,olitte auenneet,ette olleet auenneet
3rd plur.,aukenivat,eivät auenneet,3rd plur.,olivat auenneet,eivät olleet auenneet
passive,auettiin,ei auettu,passive,oli auettu,ei ollut auettu
conditional mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,aukenisin,en aukenisi,1st sing.,olisin auennut,en olisi auennut
2nd sing.,aukenisit,et aukenisi,2nd sing.,olisit auennut,et olisi auennut
3rd sing.,aukenisi,ei aukenisi,3rd sing.,olisi auennut,ei olisi auennut
1st plur.,aukenisimme,emme aukenisi,1st plur.,olisimme auenneet,emme olisi auenneet
2nd plur.,aukenisitte,ette aukenisi,2nd plur.,olisitte auenneet,ette olisi auenneet
3rd plur.,aukenisivat,eivät aukenisi,3rd plur.,olisivat auenneet,eivät olisi auenneet
passive,auettaisiin,ei auettaisi,passive,olisi auettu,ei olisi auettu
imperative mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,—,—,1st sing.,—,—
2nd sing.,aukene,älä aukene,2nd sing.,ole auennut,älä ole auennut
3rd sing.,auetkoon,älköön auetko,3rd sing.,olkoon auennut,älköön olko auennut
1st plur.,auetkaamme,älkäämme auetko,1st plur.,olkaamme auenneet,älkäämme olko auenneet
2nd plur.,auetkaa,älkää auetko,2nd plur.,olkaa auenneet,älkää olko auenneet
3rd plur.,auetkoot,älkööt auetko,3rd plur.,olkoot auenneet,älkööt olko auenneet
passive,auettakoon,älköön auettako,passive,olkoon auettu,älköön olko auettu
potential mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,auennen,en auenne,1st sing.,lienen auennut,en liene auennut
2nd sing.,auennet,et auenne,2nd sing.,lienet auennut,et liene auennut
3rd sing.,auennee,ei auenne,3rd sing.,lienee auennut,ei liene auennut
1st plur.,auennemme,emme auenne,1st plur.,lienemme auenneet,emme liene auenneet
2nd plur.,auennette,ette auenne,2nd plur.,lienette auenneet,ette liene auenneet
3rd plur.,auennevat,eivät auenne,3rd plur.,lienevät auenneet,eivät liene auenneet
passive,auettaneen,ei auettane,passive,lienee auettu,ei liene auettu
Nominal forms,,,,,
infinitives,participles,,,,
,active,passive,,active,passive
1st,aueta,present,aukeneva,auettava,
long 1st2,auetakseen,past,auennut,auettu,
2nd,inessive1,auetessa,auettaessa,"agent1, 3",aukenema
instructive,aueten,—,negative,aukenematon,
3rd,inessive,aukenemassa,—,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,
elative,aukenemasta,—,,,
illative,aukenemaan,—,,,
adessive,aukenemalla,—,,,
abessive,aukenematta,—,,,
instructive,aukeneman,auettaman,,,
4th,nominative,aukeneminen,,,
partitive,aukenemista,,,,
5th2,aukenemaisillaan,,,,
