0,1,2,3,4,5
2nd plur.,pykinette,ette pykine,2nd plur.,lienette pykineet,ette liene pykineet
3rd plur.,pykinevät,eivät pykine,3rd plur.,lienevät pykineet,eivät liene pykineet
passive,pyittäneen,ei pyittäne,passive,lienee pyitty,ei liene pyitty
Nominal forms,,,,,
infinitives,participles,,,,
,active,passive,,active,passive
1st,pykiä,present,pykivä,pyittävä,
long 1st2,pykiäkseen,past,pykinyt,pyitty,
2nd,inessive1,pykiessä,pyittäessä,"agent1, 3",pykimä
instructive,pykien,—,negative,pykimätön,
3rd,inessive,pykimässä,—,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,
elative,pykimästä,—,,,
illative,pykimään,—,,,
adessive,pykimällä,—,,,
abessive,pykimättä,—,,,
instructive,pykimän,pyittämän,,,
4th,nominative,pykiminen,,,
partitive,pykimistä,,,,
5th2,pykimäisillään,,,,
"Inflection of pykiä (Kotus type 61/sallia, no gradation)",,,,,
indicative mood,,,,,
present tense,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pykin,en pyki,1st sing.,olen pykinyt,en ole pykinyt
2nd sing.,pykit,et pyki,2nd sing.,olet pykinyt,et ole pykinyt
3rd sing.,pykii,ei pyki,3rd sing.,on pykinyt,ei ole pykinyt
1st plur.,pykimme,emme pyki,1st plur.,olemme pykineet,emme ole pykineet
2nd plur.,pykitte,ette pyki,2nd plur.,olette pykineet,ette ole pykineet
3rd plur.,pykivät,eivät pyki,3rd plur.,ovat pykineet,eivät ole pykineet
passive,pykitään,ei pykitä,passive,on pykitty,ei ole pykitty
past tense,pluperfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pykin,en pykinyt,1st sing.,olin pykinyt,en ollut pykinyt
2nd sing.,pykit,et pykinyt,2nd sing.,olit pykinyt,et ollut pykinyt
3rd sing.,pyki,ei pykinyt,3rd sing.,oli pykinyt,ei ollut pykinyt
1st plur.,pykimme,emme pykineet,1st plur.,olimme pykineet,emme olleet pykineet
2nd plur.,pykitte,ette pykineet,2nd plur.,olitte pykineet,ette olleet pykineet
3rd plur.,pykivät,eivät pykineet,3rd plur.,olivat pykineet,eivät olleet pykineet
passive,pykittiin,ei pykitty,passive,oli pykitty,ei ollut pykitty
conditional mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pykisin,en pykisi,1st sing.,olisin pykinyt,en olisi pykinyt
2nd sing.,pykisit,et pykisi,2nd sing.,olisit pykinyt,et olisi pykinyt
3rd sing.,pykisi,ei pykisi,3rd sing.,olisi pykinyt,ei olisi pykinyt
1st plur.,pykisimme,emme pykisi,1st plur.,olisimme pykineet,emme olisi pykineet
2nd plur.,pykisitte,ette pykisi,2nd plur.,olisitte pykineet,ette olisi pykineet
3rd plur.,pykisivät,eivät pykisi,3rd plur.,olisivat pykineet,eivät olisi pykineet
passive,pykittäisiin,ei pykittäisi,passive,olisi pykitty,ei olisi pykitty
imperative mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,—,—,1st sing.,—,—
2nd sing.,pyki,älä pyki,2nd sing.,ole pykinyt,älä ole pykinyt
3rd sing.,pykiköön,älköön pykikö,3rd sing.,olkoon pykinyt,älköön olko pykinyt
1st plur.,pykikäämme,älkäämme pykikö,1st plur.,olkaamme pykineet,älkäämme olko pykineet
2nd plur.,pykikää,älkää pykikö,2nd plur.,olkaa pykineet,älkää olko pykineet
3rd plur.,pykikööt,älkööt pykikö,3rd plur.,olkoot pykineet,älkööt olko pykineet
passive,pykittäköön,älköön pykittäkö,passive,olkoon pykitty,älköön olko pykitty
potential mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pykinen,en pykine,1st sing.,lienen pykinyt,en liene pykinyt
2nd sing.,pykinet,et pykine,2nd sing.,lienet pykinyt,et liene pykinyt
3rd sing.,pykinee,ei pykine,3rd sing.,lienee pykinyt,ei liene pykinyt
1st plur.,pykinemme,emme pykine,1st plur.,lienemme pykineet,emme liene pykineet
2nd plur.,pykinette,ette pykine,2nd plur.,lienette pykineet,ette liene pykineet
3rd plur.,pykinevät,eivät pykine,3rd plur.,lienevät pykineet,eivät liene pykineet
passive,pykittäneen,ei pykittäne,passive,lienee pykitty,ei liene pykitty
Nominal forms,,,,,
infinitives,participles,,,,
,active,passive,,active,passive
1st,pykiä,present,pykivä,pykittävä,
long 1st2,pykiäkseen,past,pykinyt,pykitty,
2nd,inessive1,pykiessä,pykittäessä,"agent1, 3",pykimä
instructive,pykien,—,negative,pykimätön,
3rd,inessive,pykimässä,—,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,
elative,pykimästä,—,,,
illative,pykimään,—,,,
adessive,pykimällä,—,,,
abessive,pykimättä,—,,,
instructive,pykimän,pykittämän,,,
4th,nominative,pykiminen,,,
partitive,pykimistä,,,,
5th2,pykimäisillään,,,,
