0,1,2,3,4,5,6,7,8
exclusive,chinkayninchiklla,chinkayninchikkunalla,,,,,,
ñuqaykup (our(excl)),singular,plural,,,,,,
nominative,chinkayniyku,chinkayniykukuna,,,,,,
accusative,chinkayniykuta,chinkayniykukunata,,,,,,
dative,chinkayniykuman,chinkayniykukunaman,,,,,,
genitive,chinkayniykupa,chinkayniykukunap,,,,,,
locative,chinkayniykupi,chinkayniykukunapi,,,,,,
terminative,chinkayniykukama,chinkayniykukunakama,,,,,,
ablative,chinkayniykumanta,chinkayniykukunamanta,,,,,,
instrumental,chinkayniykuwan,chinkayniykukunawan,,,,,,
comitative,chinkayniykuntin,chinkayniykukunantin,,,,,,
abessive,chinkayniykunnaq,chinkayniykukunannaq,,,,,,
comparative,chinkayniykuhina,chinkayniykukunahina,,,,,,
causative,chinkayniykurayku,chinkayniykukunarayku,,,,,,
benefactive,chinkayniykupaq,chinkayniykukunapaq,,,,,,
associative,chinkayniykupura,chinkayniykukunapura,,,,,,
distributive,chinkayniykunka,chinkayniykukunanka,,,,,,
exclusive,chinkayniykulla,chinkayniykukunalla,,,,,,
qamkunap (your(pl)),singular,plural,,,,,,
nominative,chinkayniykichik,chinkayniykichikkuna,,,,,,
accusative,chinkayniykichikta,chinkayniykichikkunata,,,,,,
dative,chinkayniykichikman,chinkayniykichikkunaman,,,,,,
genitive,chinkayniykichikpa,chinkayniykichikkunap,,,,,,
locative,chinkayniykichikpi,chinkayniykichikkunapi,,,,,,
terminative,chinkayniykichikkama,chinkayniykichikkunakama,,,,,,
ablative,chinkayniykichikmanta,chinkayniykichikkunamanta,,,,,,
instrumental,chinkayniykichikwan,chinkayniykichikkunawan,,,,,,
comitative,chinkayniykichiknintin,chinkayniykichikkunantin,,,,,,
abessive,chinkayniykichikninnaq,chinkayniykichikkunannaq,,,,,,
comparative,chinkayniykichikhina,chinkayniykichikkunahina,,,,,,
causative,chinkayniykichikrayku,chinkayniykichikkunarayku,,,,,,
benefactive,chinkayniykichikpaq,chinkayniykichikkunapaq,,,,,,
associative,chinkayniykichikpura,chinkayniykichikkunapura,,,,,,
distributive,chinkayniykichikninka,chinkayniykichikkunanka,,,,,,
exclusive,chinkayniykichiklla,chinkayniykichikkunalla,,,,,,
paykunap (their),singular,plural,,,,,,
nominative,chinkayninku,chinkayninkukuna,,,,,,
accusative,chinkayninkuta,chinkayninkukunata,,,,,,
dative,chinkayninkuman,chinkayninkukunaman,,,,,,
genitive,chinkayninkupa,chinkayninkukunap,,,,,,
locative,chinkayninkupi,chinkayninkukunapi,,,,,,
terminative,chinkayninkukama,chinkayninkukunakama,,,,,,
ablative,chinkayninkumanta,chinkayninkukunamanta,,,,,,
instrumental,chinkayninkuwan,chinkayninkukunawan,,,,,,
comitative,chinkayninkuntin,chinkayninkukunantin,,,,,,
abessive,chinkayninkunnaq,chinkayninkukunannaq,,,,,,
comparative,chinkayninkuhina,chinkayninkukunahina,,,,,,
causative,chinkayninkurayku,chinkayninkukunarayku,,,,,,
benefactive,chinkayninkupaq,chinkayninkukunapaq,,,,,,
associative,chinkayninkupura,chinkayninkukunapura,,,,,,
distributive,chinkayninkunka,chinkayninkukunanka,,,,,,
exclusive,chinkayninkulla,chinkayninkukunalla,,,,,,
infinitive,V;NFIN,,,,,,,
agentive,V;NFIN;AGT,,,,,,,
present participle,V.PTCP;PRS,,,,,,,
past participle,V.PTCP;PST,,,,,,,
future participle,V.PTCP;FUT,,,,,,,
,singular,plural,,,,,,
1st person,2nd person,3rd person,1st person inclusive,1st person exclusive,2nd person,3rd person,,
indicative,,ñuqa,qam,pay,ñuqanchik,ñuqayku,qamkuna,paykuna
present,V;PRS;1;SG,V;PRS;2;SG,V;PRS;3;SG,V;PRS;1+INCL;PL,V;PRS;1+EXCL;PL,V;PRS;2;PL,V;PRS;3;PL,
past(experienced),V;PST;FH;1;SG,V;PST;FH;2;SG,V;PST;FH;3;SG,V;PST;FH;1+INCL;PL,V;PST;FH;1+EXCL;PL,V;PST;FH;2;PL,V;PST;FH;3;PL,
past(reported),V;PST;NFH;1;SG,V;PST;NFH;2;SG,V;PST;NFH;3;SG,V;PST;NFH;1+INCL;PL,V;PST;NFH;1+EXCL;PL,V;PST;NFH;2;PL,V;PST;NFH;3;PL,
future,V;FUT;1;SG,V;FUT;2;SG,V;FUT;3;SG,V;FUT;1+INCL;PL,V;FUT;1+EXCL;PL,V;FUT;2;PL,V;FUT;3;PL,
,,,,,,,,
imperative,,—,qam,pay,—,—,qamkuna,paykuna
affirmative,,V;IMP;POS;2;SG,V;IMP;POS;3;SG,,,V;IMP;POS;2;PL,V;IMP;POS;3;PL,
negative,,V;IMP;NEG;2;SG,V;IMP;NEG;3;SG,,,V;IMP;NEG;2;PL,V;IMP;NEG;3;PL,
